CIK,CCP,AccountsPayableCurrent,Assets,Liabilities,CashAndCashEquivalentsAtCarryingValue,AccountsReceivableNetCurrent,InventoryNet,LongTermDebt
19617,CY2019Q4I,null,2686477000000,2426049000000,null,null,null,null
20286,CY2019Q4I,null,25408000000,15544000000,767000000,null,null,788000000
21076,CY2019Q4I,null,5459000000,4904000000,168000000,null,514000000,null
21344,CY2019Q4I,null,86381000000,null,6480000000,3971000000,3379000000,31769000000
21665,CY2019Q4I,1237000000,15034000000,14476000000,883000000,1440000000,1400000000,null
23217,CY2019Q4I,1441600000,22492600000,14802000000,192000000,null,1770400000,10470000000
24545,CY2019Q4I,1686800000,28859800000,15186700000,523400000,705900000,615900000,9030800000
24741,CY2019Q4I,1587000000,28898000000,15901000000,null,1836000000,2320000000,null
26172,CY2019Q4I,2534000000,19737000000,11272000000,1129000000,null,3486000000,null
27419,CY2019Q4I,9920000000,42779000000,null,null,null,8992000000,9992000000
27904,CY2019Q4I,3266000000,64532000000,null,2882000000,null,null,10106000000
29534,CY2019Q4I,2860682000,22825084000,null,240320000,null,4676848000,2911993000
29905,CY2019Q4I,920593000,8669477000,null,397253000,1217190000,806141000,2985716000
29989,CY2019Q4I,11768400000,26783400000,null,4305700000,7829000000,null,5122800000
31462,CY2019Q4I,1075300000,20869100000,12143300000,118800000,2382000000,1081600000,null
31791,CY2019Q4I,235855000,6538564000,3724740000,191877000,725184000,356937000,2074015000
32604,CY2019Q4I,1649000000,21101000000,null,1635000000,2726000000,2064000000,null
33185,CY2019Q4I,148300000,7909000000,5286100000,401300000,532100000,null,3403100000
33213,CY2019Q4I,796438000,18809227000,9005639000,4596000,610088000,null,5292979000
34088,CY2019Q4I,null,362597000000,163659000000,3089000000,21100000000,null,null
34903,CY2019Q4I,null,6794992000,4019102000,127432000,null,null,3370290000
35527,CY2019Q4I,null,169369000000,148166000000,null,null,null,14970000000
36104,CY2019Q4I,null,495426000000,442943000000,null,null,null,40167000000
36270,CY2019Q4I,null,119872757000,104156108000,null,null,null,6986186000
37785,CY2019Q4I,900100000,9872700000,null,339100000,null,1017000000,3113900000
37996,CY2019Q4I,null,258537000000,225307000000,17504000000,9237000000,10786000000,null
38777,CY2019Q4I,null,15001800000,3377000000,5976300000,null,null,697000000
40533,CY2019Q4I,3162000000,49349000000,null,902000000,3544000000,6306000000,12005000000
40545,CY2019Q4I,15926000000,265177000000,235316000000,null,16568000000,17215000000,null
40704,CY2019Q4I,3063000000,30452400000,21886700000,560200000,null,1719500000,null
40987,CY2019Q4I,null,14645629000,null,276992000,null,3443876000,3426099000
45012,CY2019Q4I,2432000000,25377000000,17352000000,2268000000,null,3139000000,null
46080,CY2019Q4I,343927000,8855600000,5860098000,4580369000,1410597000,446105000,4046457000
47111,CY2019Q4I,550828000,8140395000,6395401000,null,568509000,815251000,4234203000
47217,CY2019Q4I,12808000000,31656000000,null,4205000000,4857000000,4946000000,null
48465,CY2019Q4I,490042000,8290109000,null,724419000,562483000,1057277000,null
48898,CY2019Q4I,347700000,4903000000,2942500000,182000000,null,633000000,1540400000
49071,CY2019Q4I,null,29074000000,17037000000,4054000000,null,null,null
49196,CY2019Q4I,null,109002000000,97207000000,null,null,null,9849000000
49826,CY2019Q4I,472000000,15068000000,null,1981000000,null,1164000000,7758000000
50863,CY2019Q4I,4128000000,136524000000,null,4194000000,7659000000,8744000000,29003000000
51143,CY2019Q4I,4896000000,152186000000,131202000000,8172000000,7870000000,1619000000,null
51253,CY2019Q4I,510372000,13287411000,null,607000000,null,1123068000,4417353000
51434,CY2019Q4I,2423000000,33471000000,null,511000000,null,2208000000,null
51644,CY2019Q4I,7205400000,17751900000,14761600000,1192200000,5209200000,null,null
52988,CY2019Q4I,1032820000,12200559000,null,619212000,null,null,null
55067,CY2019Q4I,2387000000,17564000000,null,397000000,1576000000,1226000000,7815000000
55785,CY2019Q4I,3055000000,15283000000,null,442000000,2263000000,1790000000,null
56873,CY2019Q4I,null,45256000000,36683000000,399000000,null,null,13256000000
59478,CY2019Q4I,1405300000,39286100000,null,2337500000,4547300000,3190700000,13638500000
60086,CY2019Q4I,null,82243000000,60313000000,null,null,null,11456000000
60667,CY2019Q4I,7659000000,39471000000,37499000000,716000000,null,13179000000,null
62709,CY2019Q4I,null,31357000000,null,1155000000,null,null,11956000000
62996,CY2019Q4I,697000000,5027000000,5083000000,697000000,null,754000000,2773000000
63754,CY2019Q4I,null,10362100000,6905400000,155400000,502900000,801200000,3723500000
63908,CY2019Q4I,988200000,47510800000,null,898500000,null,50200000,34177200000
64040,CY2019Q4I,190000000,11348000000,8544000000,2866000000,1577000000,null,3948000000
64803,CY2019Q4I,null,222449000000,158279000000,5683000000,19617000000,17516000000,null
65984,CY2019Q4I,1499861000,51723912000,null,425722000,1208592000,null,17873655000
66740,CY2019Q4I,2228000000,44659000000,34533000000,null,4791000000,4134000000,19359000000
68505,CY2019Q4I,618000000,10642000000,null,1001000000,1412000000,447000000,null
70858,CY2019Q4I,null,2434079000000,2169269000000,161560000000,null,null,240856000000
72331,CY2019Q4I,78087000,3550867000,null,115097000,null,294768000,1117913000
72741,CY2019Q4I,1147872000,41123915000,null,15432000,989383000,null,null
72903,CY2019Q4I,1294000000,50448000000,null,248000000,837000000,544000000,18109000000
72971,CY2019Q4I,null,1927555000000,1739571000000,null,null,null,228191000000
73124,CY2019Q4I,null,136828400000,125737400000,null,null,null,null
73309,CY2019Q4I,1201698000,18344666000,7553490000,1534605000,2160102000,3842095000,null
74208,CY2019Q4I,null,9636472000,5228493000,8106000,null,null,4707524000
75362,CY2019Q4I,null,28361100000,null,null,null,null,null
75677,CY2019Q4I,351900000,7235800000,null,679500000,845600000,794100000,2493100000
76334,CY2019Q4I,1311733000,21043989000,14701488000,948355000,1973187000,2014260000,8302561000
77360,CY2019Q4I,325100000,4139500000,2185600000,82500000,null,377400000,1029100000
77476,CY2019Q4I,8013000000,78547000000,63679000000,5509000000,null,3338000000,31996000000
78003,CY2019Q4I,3887000000,167594000000,104148000000,1121000000,6772000000,7068000000,null
79282,CY2019Q4I,99960000,7622821000,null,542174000,null,null,1555343000
79879,CY2019Q4I,null,17708000000,12305000000,1216000000,2479000000,1710000000,5031000000
80424,CY2019Q4I,10781000000,111723000000,65815000000,null,5196000000,5521000000,null
80661,CY2019Q4I,null,54910500000,41011700000,null,null,null,null
84839,CY2019Q4I,35234000,1744376000,928626000,94276000,122766000,19476000,203000000
86312,CY2019Q4I,null,110122000000,84179000000,null,null,null,null
87347,CY2019Q4I,null,56312000000,32136000000,null,null,4130000000,null
89800,CY2019Q4I,1876300000,20496200000,null,161800000,2088900000,1889600000,8480500000
91142,CY2019Q4I,null,3058000000,1391200000,374000000,null,303000000,284000000
91419,CY2019Q4I,575000000,16636200000,8465800000,null,477300000,958800000,5083100000
91440,CY2019Q4I,198500000,5693500000,2262700000,184500000,694600000,760400000,null
91576,CY2019Q4I,null,144988000000,127950000000,null,null,null,12448000000
92122,CY2019Q4I,2115000000,118700000000,86650000000,1975000000,null,null,null
92230,CY2019Q4I,null,473078000000,406520000000,19065000000,null,null,41339000000
92380,CY2019Q4I,1574000000,25895000000,null,2548000000,null,null,null
93410,CY2019Q4I,14103000000,237428000000,92220000000,null,null,5848000000,18730000000
93556,CY2019Q4I,2087800000,20596600000,null,297700000,null,2255000000,3179500000
93751,CY2019Q4I,null,245610000000,221179000000,null,null,null,null
96021,CY2019Q4I,4159607000,19372034000,null,524578000,null,null,null
96943,CY2019Q4I,102916000,6309820000,3330500000,301083000,418673000,476557000,1908943000
97210,CY2019Q4I,126617000,2787014000,1306856000,773924000,362368000,196691000,null
97476,CY2019Q4I,388000000,18018000000,9111000000,2437000000,1074000000,2001000000,5803000000
97745,CY2019Q4I,1920000000,58381000000,null,2399000000,4349000000,3370000000,17752000000
100493,CY2019Q4I,1916000000,33564000000,null,497000000,2063000000,4057000000,null
100517,CY2019Q4I,2703000000,52611000000,null,2762000000,null,null,null
100885,CY2019Q4I,749000000,61673000000,43545000000,831000000,1595000000,null,25200000000
101778,CY2019Q4I,1307000000,20245000000,8092000000,858000000,1122000000,72000000,5501000000
101829,CY2019Q4I,7816000000,139615000000,95289000000,4937000000,null,9047000000,40959000000
104169,CY2019Q4I,46973000000,236495000000,null,9465000000,null,44435000000,49076000000
105770,CY2019Q4I,156800000,2341400000,768200000,439100000,319300000,235700000,257300000
106040,CY2019Q4I,1736000000,25860000000,16481000000,3137000000,1791000000,3122000000,9833000000
106535,CY2019Q4I,246000000,16406000000,8229000000,139000000,309000000,416000000,6147000000
107263,CY2019Q4I,552000000,46040000000,null,289000000,null,125000000,null
109198,CY2019Q4I,2672557000,24145003000,null,3216752000,386261000,4872592000,null
200406,CY2019Q4I,8544000000,157728000000,98257000000,17305000000,14481000000,9020000000,null
202058,CY2019Q4I,1261000000,38336000000,null,824000000,1216000000,1219000000,6951000000
217346,CY2019Q4I,null,15018000000,9500000000,null,null,4069000000,null
277135,CY2019Q4I,null,6005000000,null,360000000,1425000000,1655000000,null
277948,CY2019Q4I,1043000000,38257000000,26394000000,958000000,986000000,null,null
310158,CY2019Q4I,3738000000,84397000000,null,9676000000,6778000000,5978000000,null
310764,CY2019Q4I,null,30167000000,17360000000,4337000000,2893000000,2980000000,null
313616,CY2019Q4I,null,62082000000,null,19912300000,3191000000,1628000000,21729000000
313927,CY2019Q4I,null,6657400000,3989600000,155700000,356400000,417400000,1810200000
315189,CY2019Q4I,null,71821000000,59877000000,3602000000,null,6482000000,null
315293,CY2019Q4I,null,29405000000,25956000000,790000000,3112000000,null,7339000000
316709,CY2019Q4I,null,294000000000,272260000000,29345000000,null,null,7430000000
318154,CY2019Q4I,1371000000,59707000000,null,6037000000,4057000000,3584000000,29903000000
319201,CY2019Q4I,256646000,9250720000,6562750000,939864000,1191035000,1251400000,3399877000
320187,CY2019Q4I,2627000000,26602000000,null,3070000000,4792000000,null,null
320193,CY2019Q4I,45111000000,340618000000,251087000000,39771000000,20970000000,4097000000,null
320335,CY2019Q4I,null,25977460000,18683153000,null,null,null,1358363000
352541,CY2019Q4I,422000000,16701000000,null,16000000,402000000,null,null
352915,CY2019Q4I,446957000,11668250000,null,61268000,1560847000,null,3984127000
354190,CY2019Q4I,null,19634800000,14419300000,604800000,null,null,18500000
354950,CY2019Q4I,7787000000,51236000000,54352000000,2133000000,2106000000,14531000000,29500000000
702165,CY2019Q4I,1428000000,37923000000,22739000000,580000000,920000000,null,null
707549,CY2019Q4I,452779000,11914122000,7496389000,3035887000,2030490000,1528620000,4402963000
711404,CY2019Q4I,141700000,6548500000,2817600000,76800000,408000000,526500000,null
712515,CY2019Q4I,61000000,11161000000,3924000000,3603000000,798000000,null,null
713676,CY2019Q4I,null,410295000000,360952000000,null,null,null,null
715957,CY2019Q4I,1023000000,103823000000,69790000000,135000000,2085000000,1616000000,30313000000
720005,CY2019Q4I,null,40154000000,33251000000,4109000000,null,null,null
721371,CY2019Q4I,21459000000,41042000000,null,1659000000,null,13799000000,null
723125,CY2019Q4I,null,49649000000,13051000000,6969000000,3030000000,4943000000,null
723254,CY2019Q4I,254611000,7887337000,null,226535000,949122000,348304000,2538606000
723531,CY2019Q4I,76300000,8701700000,6132300000,600600000,null,null,796600000
726728,CY2019Q4I,null,18554796000,8750638000,54011000,null,null,null
728535,CY2019Q4I,null,5470854000,3203825000,35000000,1011829000,21106000,null
731766,CY2019Q4I,null,173889000000,111727000000,10985000000,11822000000,null,null
731802,CY2019Q4I,null,14388125000,null,189272000,435616000,null,null
732712,CY2019Q4I,7725000000,291727000000,null,2594000000,25429000000,1422000000,null
732717,CY2019Q4I,29640000000,551669000000,null,9702000000,22636000000,2864000000,161109000000
740260,CY2019Q4I,null,24692208000,13873078000,106363000,null,null,12158773000
745732,CY2019Q4I,1296482000,9348367000,null,1351205000,null,1832339000,312891000
746515,CY2019Q4I,735695000,3691884000,null,1230491000,1315091000,null,null
749251,CY2019Q4I,32995000,7151294000,6212701000,280836000,1326012000,null,null
753308,CY2019Q4I,null,117691000000,75844000000,600000000,2282000000,1328000000,null
759944,CY2019Q4I,null,165733000000,143532000000,null,null,null,14047000000
764180,CY2019Q4I,325000000,49271000000,42914000000,2117000000,null,2293000000,28042000000
764478,CY2019Q4I,5288000000,15591000000,null,2229000000,null,5174000000,1271000000
764622,CY2019Q4I,346448000,18479247000,null,10283000,null,null,null
765880,CY2019Q4I,null,14032891000,7365417000,80398000,null,null,6299131000
766704,CY2019Q4I,null,33380751000,16398247000,284917000,null,null,13420904000
769397,CY2019Q4I,83700000,6179300000,null,1774700000,652300000,null,2100000000
773840,CY2019Q4I,5730000000,58679000000,null,9067000000,7493000000,4421000000,12486000000
779152,CY2019Q4I,10670000,2187439000,700693000,72513000,null,null,null
783325,CY2019Q4I,908100000,34951800000,null,37500000,1176500000,null,11858300000
788784,CY2019Q4I,1358000000,47730000000,null,147000000,1313000000,null,15108000000
789019,CY2019Q4I,8811000000,282794000000,172685000000,8864000000,23525000000,1823000000,69608000000
789570,CY2019Q4I,235437000,33876356000,21108391000,2329604000,612717000,102888000,11168904000
796343,CY2019Q4I,209000000,20762000000,10232000000,2650000000,1535000000,null,989000000
797468,CY2019Q4I,4910000000,107190000000,null,3032000000,4233000000,1581000000,38588000000
798354,CY2019Q4I,392000000,77539000000,42682000000,893000000,2782000000,null,null
804328,CY2019Q4I,1718000000,33111000000,28598000000,11109000000,null,1420000000,13437000000
811156,CY2019Q4I,622000000,26837000000,null,140000000,886000000,null,null
813672,CY2019Q4I,null,3357225000,null,705210000,null,55802000,null
813828,CY2019Q4I,632000000,49585000000,null,632000000,6837000000,2813000000,17980000000
814547,CY2019Q4I,32474000,1545038000,1304077000,111216000,281640000,null,738259000
815097,CY2019Q4I,756000000,45058000000,null,518000000,null,427000000,null
815556,CY2019Q4I,192800000,3799900000,null,174900000,741800000,1366400000,345000000
820027,CY2019Q4I,null,151828000000,146099000000,null,null,null,null
820313,CY2019Q4I,866800000,10815500000,null,891200000,1736400000,1310100000,null
821189,CY2019Q4I,2429127000,37125000000,null,2028000000,1619000000,767297000,null
822416,CY2019Q4I,null,10715597000,5257417000,1217913000,6200000,null,null
823768,CY2019Q4I,1065000000,27743000000,20673000000,3561000000,1949000000,null,null
827052,CY2019Q4I,1752000000,64382000000,48886000000,68000000,788000000,364000000,18343000000
827054,CY2019Q4I,209300000,17588600000,null,397100000,807500000,708800000,9580500000
829224,CY2019Q4I,1085600000,27731300000,34490400000,3040500000,908100000,1408700000,11151900000
831001,CY2019Q4I,null,1951158000000,1757212000000,null,null,null,248760000000
831259,CY2019Q4I,1654000000,40809000000,23361000000,2020000000,741000000,null,9826000000
832101,CY2019Q4I,null,3813900000,1550683000,632581000,298118000,293467000,850622000
833444,CY2019Q4I,3336000000,42513000000,null,2160000000,5612000000,1953000000,null
842023,CY2019Q4I,19092000,1998415000,null,110293000,111753000,95351000,null
849399,CY2019Q4I,157000000,18547000000,9870000000,12649000000,171000000,null,4468000000
851968,CY2019Q4I,null,13386680000,5260232000,134785000,null,2282328000,2573015000
857005,CY2019Q4I,42452000,3279827000,2032010000,237017000,344412000,null,1124345000
858470,CY2019Q4I,189811000,4487245000,2335758000,200227000,209023000,13932000,1220025000
858877,CY2019Q4I,1935000000,90426000000,54893000000,8475000000,4330000000,1353000000,15993000000
859737,CY2019Q4I,123700000,6311900000,null,381500000,581800000,380800000,3071600000
860730,CY2019Q4I,2905000000,45058000000,45623000000,621000000,7380000000,1849000000,33722000000
860731,CY2019Q4I,14977000,2191614000,null,232682000,374089000,null,null
864749,CY2019Q4I,159300000,6640700000,3520300000,189200000,608200000,312100000,1624200000
865752,CY2019Q4I,274045000,5150352000,null,797957000,540330000,360731000,null
866787,CY2019Q4I,4922148000,12700456000,null,158089000,333246000,null,null
872589,CY2019Q4I,418100000,14805200000,3715500000,1617800000,2100000000,1415500000,null
874716,CY2019Q4I,72172000,1832475000,1654650000,90326000,269312000,195019000,699400000
874761,CY2019Q4I,1311000000,33648000000,null,1029000000,1479000000,487000000,null
874766,CY2019Q4I,null,70817000000,54547000000,null,null,null,4348000000
875045,CY2019Q4I,530800000,27234300000,13895200000,2913700000,1880500000,804200000,4459000000
875320,CY2019Q4I,87610000,8318465000,2233221000,3109300000,633518000,167502000,null
877212,CY2019Q4I,552000000,4711000000,2872000000,30000000,613000000,474000000,266000000
878927,CY2019Q4I,70254000,3995568000,914851000,403571000,397579000,null,null
879101,CY2019Q4I,null,10997867000,6051017000,123947000,null,null,4831800000
879169,CY2019Q4I,83647000,3426750000,828344000,1832684000,null,11400000,null
882095,CY2019Q4I,713000000,61627000000,null,11631000000,3582000000,922000000,null
882184,CY2019Q4I,null,16322900000,5820000000,1583300000,null,null,null
882835,CY2019Q4I,162000000,18108900000,8617000000,709700000,791600000,198600000,5275300000
883241,CY2019Q4I,26579000,7202903000,3048213000,700356000,799078000,148057000,null
884887,CY2019Q4I,563706000,30320284000,17586457000,243738000,null,162107000,null
885725,CY2019Q4I,542000000,30565000000,null,217000000,null,1579000000,null
886982,CY2019Q4I,null,992968000000,902703000000,133546000000,null,null,null
891103,CY2019Q4I,null,8444675000,null,465676000,116459000,null,3240016000
895421,CY2019Q4I,null,895429000000,812732000000,82171000000,null,null,190060000000
896159,CY2019Q4I,null,176943000000,121612000000,1537000000,null,null,13559000000
896878,CY2019Q4I,455000000,6701000000,2974000000,1641000000,603000000,null,373000000
898173,CY2019Q4I,3604722000,10717160000,null,40406000,214915000,3454092000,3890527000
898293,CY2019Q4I,5920277000,14444963000,12595670000,719842000,null,3342198000,2490895000
899051,CY2019Q4I,null,119950000000,93952000000,null,null,null,6631000000
900075,CY2019Q4I,null,3048605000,923876000,93511000,445963000,18515000,null
906107,CY2019Q4I,null,21172769000,10164843000,45753000,null,null,9130979000
906163,CY2019Q4I,null,3809815000,1468571000,1160804000,null,null,null
906345,CY2019Q4I,null,6748504000,3046780000,23184000,null,null,2524100000
908255,CY2019Q4I,1325000000,9702000000,null,832000000,null,807000000,1926000000
909832,CY2019Q4I,14440000000,51431000000,35207000000,9027000000,null,13818000000,6833000000
910521,CY2019Q4I,null,1888351000,null,616864000,286891000,365946000,null
910606,CY2019Q4I,null,11132253000,4842292000,null,null,null,3919544000
912595,CY2019Q4I,null,11230450000,4926860000,20476000,null,null,null
914208,CY2019Q4I,null,39420300000,24718500000,1049000000,null,null,2080300000
915389,CY2019Q4I,null,16008000000,9976000000,204000000,980000000,1662000000,null
915912,CY2019Q4I,null,19121051000,8127601000,39687000,null,null,7355371000
915913,CY2019Q4I,574138000,9860863000,null,613110000,612651000,768984000,3050257000
916076,CY2019Q4I,229600000,10131600000,4778300000,21000000,573700000,690800000,2773600000
916365,CY2019Q4I,643036000,5289268000,3722145000,84241000,null,1602781000,150000000
920148,CY2019Q4I,632300000,18046400000,10459300000,337500000,1543900000,244700000,6205000000
920522,CY2019Q4I,null,12705405000,6264491000,70087000,null,null,990667000
920760,CY2019Q4I,null,29359511000,13325681000,1445996000,null,null,9573696000
922224,CY2019Q4I,956000000,45680000000,null,815000000,687000000,332000000,21893000000
922621,CY2019Q4I,null,2016240000,882987000,null,468636000,null,null
927066,CY2019Q4I,403840000,17311394000,13811776000,1102372000,1795598000,97949000,null
927628,CY2019Q4I,null,390365000000,332354000000,null,null,null,null
927653,CY2019Q4I,32744000000,60873000000,null,2065000000,null,17020000000,7700000000
935703,CY2019Q4I,1336500000,19574600000,13319800000,539200000,113300000,null,null
936340,CY2019Q4I,1076000000,42268000000,null,93000000,1642000000,null,16755000000
936468,CY2019Q4I,1281000000,47528000000,44357000000,1514000000,null,3619000000,12654000000
940944,CY2019Q4I,340200000,9742700000,7469000000,157300000,null,212200000,928200000
943452,CY2019Q4I,1157500000,18944200000,8950600000,604200000,1149900000,1773100000,4429300000
943819,CY2019Q4I,114322000,4353939000,2095833000,204095000,528039000,377784000,1287509000
945841,CY2019Q4I,261963000,1483266000,1073086000,null,null,702274000,null
946581,CY2019Q4I,82491000,4879633000,2477598000,1284861000,647460000,24426000,null
947484,CY2019Q4I,null,37885361000,25569809000,726230000,null,null,null
1000228,CY2019Q4I,880266000,7151101000,3233706000,null,1246246000,1428799000,null
1000697,CY2019Q4I,49001000,2557055000,2773336000,335715000,587734000,320551000,1685366000
1001250,CY2019Q4I,null,17937000000,null,null,2225000000,2058000000,null
1002047,CY2019Q4I,381000000,7483000000,7201000000,2705000000,821000000,113000000,1146000000
1002910,CY2019Q4I,null,28933000000,null,16000000,393000000,494000000,9442000000
1004980,CY2019Q4I,null,85196000000,null,1570000000,1287000000,97000000,null
1013237,CY2019Q4I,null,1762232000,1070354000,336217000,145434000,null,574219000
1013462,CY2019Q4I,14298000,4838887000,null,872094000,433479000,null,null
1013871,CY2019Q4I,722000000,12531000000,10853000000,345000000,1025000000,383000000,6042000000
1014473,CY2019Q4I,null,1854009000,3344109000,508196000,1524000,null,null
1018724,CY2019Q4I,47183000000,225248000000,null,36092000000,20816000000,20497000000,24820000000
1020569,CY2019Q4I,324708000,13816816000,null,193555000,850701000,null,8664579000
1022079,CY2019Q4I,null,12843000000,null,1192000000,1063000000,123000000,4770000000
1022671,CY2019Q4I,509687000,8275765000,4210910000,1381460000,841378000,1689043000,2734344000
1024478,CY2019Q4I,708300000,7107900000,null,926200000,null,625300000,null
1031296,CY2019Q4I,918000000,42301000000,null,627000000,1091000000,281000000,null
1032208,CY2019Q4I,null,65665000000,null,108000000,1261000000,277000000,null
1034054,CY2019Q4I,31846000,9759941000,null,108309000,132125000,null,10334425000
1035002,CY2019Q4I,10205000000,53864000000,null,2583000000,8058000000,7013000000,8881000000
1035267,CY2019Q4I,123500000,9733200000,1448500000,1167600000,645200000,595500000,null
1035443,CY2019Q4I,null,18390503000,8224025000,189681000,null,null,6777479000
1037038,CY2019Q4I,267600000,7445900000,4329400000,1079900000,349400000,904600000,null
1037540,CY2019Q4I,null,21284905000,13262304000,644950000,null,null,2949154000
1037646,CY2019Q4I,185592000,2789321000,2368541000,207785000,566256000,274285000,1235350000
1037868,CY2019Q4I,377219000,9844559000,4729067000,393030000,null,624567000,2768741000
1039684,CY2019Q4I,1209900000,21812121000,null,20958000,null,304926000,12500000000
1041061,CY2019Q4I,173000000,5231000000,13247000000,605000000,null,null,null
1043277,CY2019Q4I,984604000,4641060000,2970330000,447858000,null,null,1235333000
1043604,CY2019Q4I,219500000,8837700000,4227100000,1215800000,879700000,94200000,1683900000
1045609,CY2019Q4I,null,40031850000,13960066000,1088855000,null,null,11905877000
1045810,CY2019Q4I,687000000,17315000000,5111000000,10896000000,1657000000,979000000,1991000000
1047862,CY2019Q4I,1164000000,58079000000,null,981000000,1236000000,null,19973000000
1048286,CY2019Q4I,null,25051000000,null,225000000,null,null,247000000
1048695,CY2019Q4I,52407000,3875360000,null,735457000,354668000,32381000,null
1048911,CY2019Q4I,3283000000,69954000000,null,2031000000,null,null,null
1050915,CY2019Q4I,null,8331682000,4277851000,164798000,2747911000,55719000,null
1051470,CY2019Q4I,334000000,38457000000,27968000000,196000000,596000000,null,18121000000
1053507,CY2019Q4I,148100000,42801600000,36214700000,1501200000,462200000,null,1900000
1057352,CY2019Q4I,7640000,3853986000,448393000,1070731000,92240000,null,0
1058090,CY2019Q4I,115816000,5104604000,3421578000,480626000,80545000,26096000,0
1058290,CY2019Q4I,239000000,16204000000,5182000000,2645000000,3256000000,null,null
1059556,CY2019Q4I,38000000,10265000000,9428000000,1832000000,1419000000,null,5581000000
1060391,CY2019Q4I,777900000,22683800000,null,47100000,1125900000,56800000,8788600000
1063761,CY2019Q4I,null,31231630000,28101319000,669373000,null,null,24163230000
1065088,CY2019Q4I,229000000,18174000000,15304000000,901000000,555000000,null,6738000000
1065280,CY2019Q4I,674347000,33975712000,26393555000,5018437000,null,null,20723441000
1065696,CY2019Q4I,942795000,12779956000,null,null,null,2772777000,null
1067701,CY2019Q4I,454000000,18970000000,15140000000,52000000,1530000000,120000000,11516000000
1067983,CY2019Q4I,null,817729000000,389166000000,null,null,19852000000,null
1069183,CY2019Q4I,25874000,845639000,302144000,172250000,null,38845000,null
1070750,CY2019Q4I,null,12305000000,4838000000,1573000000,null,null,445000000
1071739,CY2019Q4I,null,40994000000,28302000000,12123000000,null,null,13859000000
1075531,CY2019Q4I,1239000000,21402000000,15469000000,6312000000,1680000000,null,7640000000
1086222,CY2019Q4I,138946000,7006886000,3348928000,393745000,551943000,null,null
1090012,CY2019Q4I,null,13717000000,null,1464000000,832000000,null,null
1090727,CY2019Q4I,5555000000,57857000000,null,5238000000,9552000000,511000000,24891000000
1090872,CY2019Q4I,329000000,9501000000,4653000000,1226000000,966000000,706000000,1787000000
1091667,CY2019Q4I,null,148188000000,null,3483000000,2227000000,null,79078000000
1093557,CY2019Q4I,null,2395000000,1512400000,446200000,286300000,119800000,null
1094285,CY2019Q4I,271100000,4579800000,1865100000,199500000,460400000,393400000,850600000
1095073,CY2019Q4I,null,27324051000,18191126000,null,null,null,null
1097149,CY2019Q4I,87250000,2500702000,1154533000,550425000,550291000,112051000,null
1097864,CY2019Q4I,543600000,8425500000,5101400000,894200000,null,1232400000,3749200000
1099219,CY2019Q4I,null,740463000000,674081000000,16598000000,null,null,null
1099800,CY2019Q4I,180400000,6488100000,null,1179100000,543600000,640900000,null
1100682,CY2019Q4I,111498000,4692790000,3026315000,238014000,514033000,160660000,null
1101239,CY2019Q4I,52232000,23965615000,15125233000,1869577000,689134000,null,10401097000
1103982,CY2019Q4I,5853000000,64515000000,37198000000,null,2212000000,2546000000,15875000000
1108524,CY2019Q4I,null,55126000000,21241000000,4145000000,6174000000,null,2694000000
1109357,CY2019Q4I,3560000000,124977000000,90404000000,587000000,4592000000,null,35950000000
1111711,CY2019Q4I,666000000,22659800000,null,139300000,856900000,null,null
1113169,CY2019Q4I,null,9330400000,1107300000,1781800000,null,null,null
1116132,CY2019Q4I,252400000,8700100000,5377700000,896900000,363500000,748300000,1598000000
1120193,CY2019Q4I,null,13924000000,8285000000,332000000,null,null,2996000000
1121788,CY2019Q4I,240831000,6166799000,null,1027567000,706763000,752908000,null
1123360,CY2019Q4I,null,44480162000,16425173000,1678273000,895232000,null,9125501000
1126328,CY2019Q4I,null,276087800000,261137100000,2515900000,null,null,3734100000
1130310,CY2019Q4I,884000000,35529000000,null,241000000,702000000,null,14244000000
1133421,CY2019Q4I,2226000000,41089000000,32270000000,2245000000,1326000000,783000000,13879000000
1136869,CY2019Q4I,400900000,24638700000,12245900000,617900000,1363900000,2385000000,null
1136893,CY2019Q4I,null,83806000000,34350000000,1152000000,3242000000,null,17369000000
1137774,CY2019Q4I,null,896552000000,832833000000,16327000000,null,null,null
1137789,CY2019Q4I,1870000000,8932000000,7102000000,1744000000,1112000000,1148000000,null
1138118,CY2019Q4I,null,16197196000,9924084000,971781000,4466674000,null,null
1140536,CY2019Q4I,null,35426000000,25057000000,887000000,2621000000,null,8017000000
1140859,CY2019Q4I,29181860000,40016738000,null,null,12568816000,11686466000,4168603000
1141391,CY2019Q4I,489000000,29236000000,23245000000,6988000000,2514000000,null,null
1145197,CY2019Q4I,54500000,1142900000,1067000000,213700000,69300000,101000000,887900000
1156039,CY2019Q4I,null,77453000000,45725000000,4937000000,null,null,19385000000
1156375,CY2019Q4I,61900000,75215300000,49056000000,1551400000,491800000,null,null
1163165,CY2019Q4I,3176000000,70514000000,35464000000,5088000000,null,1026000000,18108000000
1164727,CY2019Q4I,539000000,39974000000,17557000000,2243000000,373000000,null,6166000000
1166691,CY2019Q4I,10826000000,263414000000,null,5500000000,11292000000,null,null
1170010,CY2019Q4I,641434000,20487230000,16789177000,56583000,142737000,2682574000,null
1174922,CY2019Q4I,262437000,13871281000,12329809000,2351904000,null,88519000,10403859000
